,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,is_training
2123,280,8,10,2,30,60,1,0.922,55,0,0,False
2124,280,9,10,2,30,60,1,0.796,52,0,0,False
2125,281,0,10,2,60,56,0,1548.325,64,1,0,False
2126,281,1,10,2,60,56,1,403.532,54,1,0,False
2127,281,2,10,2,60,56,0,1128.3970000000002,56,1,0,False
2128,281,3,10,2,60,56,1,544.639,64,1,0,False
2129,281,4,10,2,60,56,1,224.148,49,0,0,False
2130,281,5,10,2,60,56,1,2660.561,52,0,0,False
2131,281,6,10,2,60,56,1,336.159,52,0,0,False
2132,281,7,10,2,60,56,1,149.46499999999995,48,0,0,False
2133,281,8,10,2,60,56,1,9213.574,65,0,0,False
2134,281,9,10,2,60,56,1,113.216,43,0,0,False
2135,282,0,5,2,40,44,1,1912.079,43,1,0,False
2136,282,1,5,2,40,44,1,756.558,51,1,0,False
2137,282,2,5,2,40,44,0,644.044,33,1,0,False
2138,282,3,5,2,40,44,0,744.702,37,1,0,False
2139,282,4,5,2,40,44,1,22.138,44,0,0,False
2140,283,0,5,2,48,40,0,620.38,59,1,0,False
2141,283,1,5,2,48,40,0,392.422,45,1,0,False
2142,283,2,5,2,48,40,1,430.619,34,1,0,False
2143,283,3,5,2,48,40,1,1091.421,44,1,0,False
2144,283,4,5,2,48,40,0,6.552,40,0,0,False
2145,284,0,10,1,64,60,0,477.826,72,1,0,False
2146,284,1,10,1,64,60,0,295.421,66,1,0,False
2147,284,2,10,1,64,60,0,19.534,71,1,0,False
2148,284,3,10,1,64,60,1,56.66,55,1,0,False
2149,284,4,10,1,64,60,1,91.982,71,0,0,False
2150,284,5,10,1,64,60,1,86.708,65,0,0,False
2151,284,6,10,1,64,60,1,1000.608,49,0,0,False
2152,284,7,10,1,64,60,1,214.899,47,0,0,False
2153,284,8,10,1,64,60,0,145.57899999999998,71,0,0,False
2154,284,9,10,1,64,60,0,1.13,69,0,0,False
2155,285,0,10,3,40,70,0,421.339,50,1,0,False
2156,285,1,10,3,40,70,1,684.29,67,1,0,False
2157,285,2,10,3,40,70,1,331.713,74,1,0,False
2158,285,3,10,3,40,70,1,605.163,85,1,0,False
2159,285,4,10,3,40,70,0,538.179,21,0,0,False
2160,285,5,10,3,40,70,1,194.032,66,0,0,False
2161,285,6,10,3,40,70,1,6.768,78,0,0,False
2162,285,7,10,3,40,70,1,139.035,71,0,0,False
2163,285,8,10,3,40,70,1,204.517,78,0,0,False
2164,285,9,10,3,40,70,1,0.973,64,0,0,False
2165,286,0,10,2,48,40,1,764.288,40,1,0,False
2166,286,1,10,2,48,40,0,2019.754,67,1,0,False
2167,286,2,10,2,48,40,1,352.031,42,1,0,False
2168,286,3,10,2,48,40,0,1267.05,69,1,0,False
2169,286,4,10,2,48,40,1,389.523,48,0,0,False
2170,286,5,10,2,48,40,1,606.094,38,0,0,False
2171,286,6,10,2,48,40,1,585.8910000000001,41,0,0,False
2172,286,7,10,2,48,40,1,1.093,38,0,0,False
2173,286,8,10,2,48,40,1,0.968,27,0,0,False
2174,286,9,10,2,48,40,1,1.143,43,0,0,False
2175,287,0,10,3,72,60,1,0.653,75,1,0,False
2176,287,1,10,3,72,60,1,0.967,52,1,0,False
2177,287,2,10,3,72,60,0,18541.361,72,1,0,False
2178,287,3,10,3,72,60,1,0.951,52,1,0,False
2179,287,4,10,3,72,60,1,121.17,52,0,0,False
2180,287,5,10,3,72,60,1,1.015,45,0,0,False
2181,287,6,10,3,72,60,1,48.198,67,0,0,False
2182,287,7,10,3,72,60,0,74.35300000000001,78,0,0,False
2183,287,8,10,3,72,60,0,0.889,72,0,0,False
2184,287,9,10,3,72,60,0,0.877,70,0,0,False
2185,288,0,5,2,40,32,1,525.548,33,1,0,False
2186,288,1,5,2,40,32,1,525.8399999999999,19,1,0,False
2187,288,2,5,2,40,32,0,295.336,48,1,0,False
2188,288,3,5,2,40,32,0,145.18,43,1,0,False
2189,288,4,5,2,40,32,0,89.507,27,0,0,False
2190,289,0,5,2,60,56,0,452.622,55,1,0,False
2191,289,1,5,2,60,56,0,321.041,68,1,0,False
2192,289,2,5,2,60,56,1,0.953,57,1,0,False
2193,289,3,5,2,60,56,1,189.807,51,1,0,False
2194,289,4,5,2,60,56,0,349.26800000000003,64,0,0,False
2195,290,0,10,2,60,30,0,450.752,81,1,0,False
2196,290,1,10,2,60,30,1,376.718,26,1,0,False
2197,290,2,10,2,60,30,1,519.273,27,1,0,False
2198,290,3,10,2,60,30,0,14.382,73,1,0,False
2199,290,4,10,2,60,30,0,226.546,62,0,0,False
2200,290,5,10,2,60,30,0,109.132,71,0,0,False
2201,290,6,10,2,60,30,0,243.295,54,0,0,False
2202,290,7,10,2,60,30,0,277.283,55,0,0,False
2203,290,8,10,2,60,30,0,174.982,55,0,0,False
2204,290,9,10,2,60,30,0,182.047,55,0,0,False
2205,291,0,5,2,60,40,0,483.893,64,1,0,False
2206,291,1,5,2,60,40,1,364.461,45,1,0,False
2207,291,2,5,2,60,40,1,963.559,40,1,0,False
2208,291,3,5,2,60,40,0,188.389,67,1,0,False
2209,291,4,5,2,60,40,0,201.887,55,0,0,False
2210,292,0,5,2,60,80,0,365.873,62,1,0,False
2211,292,1,5,2,60,80,1,414.188,83,1,0,False
2212,292,2,5,2,60,80,1,690.136,77,1,0,False
2213,292,3,5,2,60,80,0,20867.226,67,1,0,False
2214,292,4,5,2,60,80,1,425.442,74,0,0,False
2215,293,0,10,2,40,60,1,380.75,65,1,0,False
2216,293,1,10,2,40,60,1,350.949,74,1,0,False
2217,293,2,10,2,40,60,0,2950.5620000000004,35,1,0,False
2218,293,3,10,2,40,60,0,689.133,37,1,0,False
2219,293,4,10,2,40,60,1,14.448,77,0,0,False
2220,293,5,10,2,40,60,1,421.69,60,0,0,False
2221,293,6,10,2,40,60,1,184.271,54,0,0,False
2222,293,7,10,2,40,60,1,176.35,56,0,0,False
2223,293,8,10,2,40,60,1,141.16,44,0,0,False
2224,293,9,10,2,40,60,1,67.29,64,0,0,False
2225,294,0,5,2,40,52,0,1293.062,43,1,0,False
2226,294,1,5,2,40,52,1,223.514,49,1,0,False
2227,294,2,5,2,40,52,1,171.534,41,1,0,False
2228,294,3,5,2,40,52,0,27400.274,45,1,0,False
2229,294,4,5,2,40,52,1,1313.6319999999998,50,0,0,False
2230,295,0,5,2,40,60,1,554.6790000000001,56,1,0,False
2231,295,1,5,2,40,60,0,850.379,38,1,0,False
2232,295,2,5,2,40,60,0,614.05,49,1,0,False
2233,295,3,5,2,40,60,1,253.503,61,1,0,False
2234,295,4,5,2,40,60,1,167.089,58,0,0,False
2235,296,0,10,2,44,40,1,423.046,41,1,0,False
2236,296,1,10,2,44,40,1,236.824,46,1,0,False
2237,296,2,10,2,44,40,0,1071.755,43,1,0,False
2238,296,3,10,2,44,40,0,466.685,43,1,0,False
2239,296,4,10,2,44,40,1,311.017,44,0,0,False
2240,296,5,10,2,44,40,1,347.809,24,0,0,False
2241,296,6,10,2,44,40,1,1442.512,59,0,0,False
2242,296,7,10,2,44,40,1,94.751,43,0,0,False
2243,296,8,10,2,44,40,1,72.149,32,0,0,False
2244,296,9,10,2,44,40,1,3561.725,44,0,0,False
2245,297,0,5,2,40,60,0,847.053,39,1,0,False
2246,297,1,5,2,40,60,0,551.529,51,1,0,False
2247,297,2,5,2,40,60,1,504.653,61,1,0,False
2248,297,3,5,2,40,60,1,222.163,66,1,0,False
2249,297,4,5,2,40,60,1,0.862,71,0,0,False
2250,298,0,5,2,40,32,1,457.19,33,1,0,False
2251,298,1,5,2,40,32,1,212.501,19,1,0,False
2252,298,2,5,2,40,32,0,543.621,48,1,0,False
2253,298,3,5,2,40,32,0,152.16199999999998,43,1,0,False
2254,298,4,5,2,40,32,0,92.436,52,0,0,False
2255,299,0,10,2,90,60,0,566.126,90,1,0,False
2256,299,1,10,2,90,60,1,561.373,67,1,0,False
2257,299,2,10,2,90,60,1,552.552,65,1,0,False
2258,299,3,10,2,90,60,0,305.021,77,1,0,False
2259,299,4,10,2,90,60,0,554.613,90,0,0,False
2260,299,5,10,2,90,60,0,272.443,91,0,0,False
2261,299,6,10,2,90,60,0,237.417,78,0,0,False
2262,299,7,10,2,90,60,0,291.715,79,0,0,False
2263,299,8,10,2,90,60,0,103.316,99,0,0,False
2264,299,9,10,2,90,60,1,249.738,53,0,0,False
2265,300,0,5,2,80,60,1,1385.121,68,1,0,False
2266,300,1,5,2,80,60,0,1110.152,92,1,0,False
2267,300,2,5,2,80,60,0,378.14,81,1,0,False
2268,300,3,5,2,80,60,1,986.861,71,1,0,False
2269,300,4,5,2,80,60,0,327.70300000000003,81,0,0,False
2270,301,0,5,2,20,40,0,714.076,18,1,0,False
2271,301,1,5,2,20,40,1,1507.517,46,1,0,False
2272,301,2,5,2,20,40,0,1211.114,20,1,0,False
2273,301,3,5,2,20,40,1,405.134,53,1,0,False
2274,301,4,5,2,20,40,0,648.631,25,0,0,False
2275,302,0,5,2,60,48,1,777.9580000000001,46,1,0,False
2276,302,1,5,2,60,48,1,642.914,48,1,0,False
2277,302,2,5,2,60,48,0,1317.978,65,1,0,False
2278,302,3,5,2,60,48,0,12033.85,65,1,0,False
2279,302,4,5,2,60,48,0,268.671,73,0,0,False
2280,303,0,10,3,40,36,1,586.1039999999999,44,1,0,False
2281,303,1,10,3,40,36,1,296.402,27,1,0,False
2282,303,2,10,3,40,36,0,74.24,43,1,0,False
2283,303,3,10,3,40,36,1,1442.426,23,1,0,False
2284,303,4,10,3,40,36,0,226.615,45,0,0,False
2285,303,5,10,3,40,36,0,151.826,60,0,0,False
2286,303,6,10,3,40,36,0,159.745,49,0,0,False
2287,303,7,10,3,40,36,0,69.517,50,0,0,False
2288,303,8,10,3,40,36,0,95.3,22,0,0,False
2289,303,9,10,3,40,36,0,106.208,45,0,0,False
2290,304,0,5,2,60,30,1,456.4500000000001,29,1,0,False
2291,304,1,5,2,60,30,0,312.831,47,1,0,False
2292,304,2,5,2,60,30,1,0.979,13,1,0,False
2293,304,3,5,2,60,30,0,169.715,77,1,0,False
2294,304,4,5,2,60,30,0,161.516,75,0,0,False
2295,305,0,5,3,48,60,0,897.5459999999999,47,1,0,False
2296,305,1,5,3,48,60,1,380.592,51,1,0,False
2297,305,2,5,3,48,60,1,667.7570000000001,60,1,0,False
2298,305,3,5,3,48,60,1,1233.788,69,1,0,False
2299,305,4,5,3,48,60,1,731.9839999999999,66,0,0,False
2300,306,0,5,1,70,40,1,18115.099,30,1,0,False
2301,306,1,5,1,70,40,0,366.056,75,1,0,False
2302,306,2,5,1,70,40,0,265.192,67,1,0,False
2303,306,3,5,1,70,40,0,1117.588,62,1,0,False
2304,306,4,5,1,70,40,0,310.71900000000005,84,0,0,False
2305,307,0,5,3,40,60,1,449.615,54,1,0,False
2306,307,1,5,3,40,60,1,516.4530000000001,61,1,0,False
2307,307,2,5,3,40,60,0,246.249,40,1,0,False
2308,307,3,5,3,40,60,1,115.698,59,1,0,False
2309,307,4,5,3,40,60,1,1.09,70,0,0,False
2310,308,0,10,1,64,60,0,1424.9689999999998,72,1,0,False
2311,308,1,10,1,64,60,0,549.826,66,1,0,False
2312,308,2,10,1,64,60,0,453.138,71,1,0,False
2313,308,3,10,1,64,60,1,496.712,55,1,0,False
2314,308,4,10,1,64,60,0,210.941,60,0,0,False
2315,308,5,10,1,64,60,0,127.192,59,0,0,False
2316,308,6,10,1,64,60,0,123.365,68,0,0,False
2317,308,7,10,1,64,60,0,152.243,65,0,0,False
2318,308,8,10,1,64,60,0,165.281,69,0,0,False
2319,308,9,10,1,64,60,0,424.799,70,0,0,False
2320,309,0,5,3,52,40,0,477.552,44,1,0,False
2321,309,1,5,3,52,40,1,342.719,30,1,0,False
2322,309,2,5,3,52,40,1,676.5409999999999,33,1,0,False
2323,309,3,5,3,52,40,1,496.07,27,1,0,False
2324,309,4,5,3,52,40,1,628.135,37,0,0,False
2325,310,0,5,3,60,80,0,25583.845,56,1,0,False
2326,310,1,5,3,60,80,1,402.205,80,1,0,False
2327,310,2,5,3,60,80,1,58.895,72,1,0,False
2328,310,3,5,3,60,80,1,99.568,75,1,0,False
2329,310,4,5,3,60,80,1,0.972,85,0,0,False
2330,311,0,10,2,48,40,1,434.372,50,1,0,False
2331,311,1,10,2,48,40,1,246.071,41,1,0,False
2332,311,2,10,2,48,40,0,656.7969999999999,61,1,0,False
2333,311,3,10,2,48,40,0,437.592,43,1,0,False
2334,311,4,10,2,48,40,0,193.206,63,0,0,False
2335,311,5,10,2,48,40,0,126.297,52,0,0,False
2336,311,6,10,2,48,40,0,110.55,56,0,0,False
2337,311,7,10,2,48,40,0,1.186,48,0,0,False
2338,311,8,10,2,48,40,0,209.79,49,0,0,False
2339,311,9,10,2,48,40,0,245.987,60,0,0,False
2340,312,0,5,2,60,72,1,352.724,80,1,0,False
2341,312,1,5,2,60,72,0,517.215,73,1,0,False
2342,312,2,5,2,60,72,1,336.393,77,1,0,False
2343,312,3,5,2,60,72,0,351.996,65,1,0,False
2344,312,4,5,2,60,72,1,358.936,66,0,0,False
2345,313,0,5,2,40,20,1,1229.971,15,1,0,False
2346,313,1,5,2,40,20,0,682.7919999999999,36,1,0,False
2347,313,2,5,2,40,20,0,461.698,44,1,0,False
2348,313,3,5,2,40,20,1,408.583,20,1,0,False
2349,313,4,5,2,40,20,0,1034.686,40,0,0,False
2350,314,0,5,1,44,40,0,367.631,56,1,0,False
2351,314,1,5,1,44,40,0,337.52700000000004,37,1,0,False
2352,314,2,5,1,44,40,0,298.537,30,1,0,False
2353,314,3,5,1,44,40,1,15612.99,40,1,0,False
2354,314,4,5,1,44,40,0,34.906,44,0,0,False
2355,315,0,10,2,36,40,0,0.974,38,1,0,False
2356,315,1,10,2,36,40,1,474.043,44,1,0,False
2357,315,2,10,2,36,40,0,395.954,33,1,0,False
2358,315,3,10,2,36,40,1,272.357,33,1,0,False
2359,315,4,10,2,36,40,0,274.92100000000005,28,0,0,False
2360,315,5,10,2,36,40,1,141.516,36,0,0,False
2361,315,6,10,2,36,40,1,11.748,41,0,0,False
2362,315,7,10,2,36,40,1,1.029,46,0,0,False
2363,315,8,10,2,36,40,1,19.267,38,0,0,False
2364,315,9,10,2,36,40,1,233.225,52,0,0,False
2365,316,0,5,2,60,80,0,546.9739999999999,62,1,0,False
2366,316,1,5,2,60,80,1,284.038,83,1,0,False
2367,316,2,5,2,60,80,1,294.173,77,1,0,False
2368,316,3,5,2,60,80,0,872.638,67,1,0,False
2369,316,4,5,2,60,80,1,154.649,70,0,0,False
2370,317,0,10,1,40,60,0,688.6510000000001,31,1,0,False
2371,317,1,10,1,40,60,0,786.0409999999999,30,1,0,False
2372,317,2,10,1,40,60,1,370.197,66,1,0,False
2373,317,3,10,1,40,60,0,441.248,43,1,0,False
2374,317,4,10,1,40,60,0,446.7360000000001,43,0,0,False
2375,317,5,10,1,40,60,1,554.329,58,0,0,False
2376,317,6,10,1,40,60,1,1141.863,63,0,0,False
2377,317,7,10,1,40,60,1,364.026,56,0,0,False
2378,317,8,10,1,40,60,1,16485.236,65,0,0,False
2379,317,9,10,1,40,60,1,294.517,67,0,0,False
2380,318,0,10,3,40,28,1,369.216,34,1,0,False
2381,318,1,10,3,40,28,1,233.074,33,1,0,False
2382,318,2,10,3,40,28,1,245.325,33,1,0,False
2383,318,3,10,3,40,28,0,1080.9789999999998,32,1,0,False
2384,318,4,10,3,40,28,1,116.394,22,0,0,False
2385,318,5,10,3,40,28,0,467.879,30,0,0,False
2386,318,6,10,3,40,28,0,278.494,36,0,0,False
2387,318,7,10,3,40,28,0,152.575,25,0,0,False
2388,318,8,10,3,40,28,0,119.192,19,0,0,False
2389,318,9,10,3,40,28,0,53.741,24,0,0,False
2390,319,0,10,3,40,70,0,679.562,50,1,0,False
2391,319,1,10,3,40,70,1,619.5169999999999,67,1,0,False
2392,319,2,10,3,40,70,1,201.954,74,1,0,False
2393,319,3,10,3,40,70,1,134.26399999999998,85,1,0,False
2394,319,4,10,3,40,70,1,151.90200000000002,64,0,0,False
2395,319,5,10,3,40,70,1,102.934,71,0,0,False
2396,319,6,10,3,40,70,1,1.263,79,0,0,False
2397,319,7,10,3,40,70,1,1.138,68,0,0,False
2398,319,8,10,3,40,70,1,0.772,66,0,0,False
2399,319,9,10,3,40,70,1,422.036,75,0,0,False
2400,0,0,10,3,10,40,1,1105.21,47,1,1,False
2401,0,1,10,3,10,40,1,749.784,30,1,1,False
2402,0,2,10,3,10,40,0,606.7900000000001,3,1,1,False
2403,0,3,10,3,10,40,1,484.711,47,1,1,False
2404,0,4,10,3,10,40,1,735.147,42,0,1,False
2405,0,5,10,3,10,40,1,419.436,58,0,1,False
2406,0,6,10,3,10,40,1,394.319,40,0,1,False
2407,0,7,10,3,10,40,1,375.543,28,0,1,False
2408,0,8,10,3,10,40,1,643.105,44,0,1,False
2409,0,9,10,3,10,40,1,655.573,33,0,1,False
2410,1,0,5,2,72,60,1,893.434,68,1,1,False
2411,1,1,5,2,72,60,1,616.509,74,1,1,False
2412,1,2,5,2,72,60,0,502.3370000000001,69,1,1,False
2413,1,3,5,2,72,60,0,616.395,60,1,1,False
2414,1,4,5,2,72,60,1,852.016,67,0,1,False
2415,2,0,5,3,80,60,0,1245.486,77,1,1,False
2416,2,1,5,3,80,60,1,850.124,62,1,1,False
2417,2,2,5,3,80,60,1,752.467,59,1,1,False
2418,2,3,5,3,80,60,1,445.555,67,1,1,False
2419,2,4,5,3,80,60,0,433.874,69,0,1,False
2420,3,0,5,2,60,64,1,438.142,69,1,1,False
2421,3,1,5,2,60,64,0,388.659,72,1,1,False
2422,3,2,5,2,60,64,1,363.361,48,1,1,False
2423,3,3,5,2,60,64,0,408.925,73,1,1,False
2424,3,4,5,2,60,64,0,1136.032,57,0,1,False
2425,4,0,10,2,48,60,0,471.015,41,1,1,False
2426,4,1,10,2,48,60,1,308.457,69,1,1,False
2427,4,2,10,2,48,60,1,364.225,61,1,1,False
2428,4,3,10,2,48,60,0,293.13,54,1,1,False
2429,4,4,10,2,48,60,1,579.422,72,0,1,False
2430,4,5,10,2,48,60,1,363.038,51,0,1,False
2431,4,6,10,2,48,60,1,446.173,65,0,1,False
2432,4,7,10,2,48,60,1,455.788,60,0,1,False
2433,4,8,10,2,48,60,1,332.146,67,0,1,False
2434,4,9,10,2,48,60,1,267.43,69,0,1,False
2435,5,0,5,3,40,60,1,420.377,70,1,1,False
2436,5,1,5,3,40,60,1,313.714,50,1,1,False
2437,5,2,5,3,40,60,1,341.423,55,1,1,False
2438,5,3,5,3,40,60,0,320.93,46,1,1,False
2439,5,4,5,3,40,60,1,371.711,64,0,1,False
2440,6,0,10,2,30,60,0,497.919,34,1,1,False
2441,6,1,10,2,30,60,1,251.87,47,1,1,False
2442,6,2,10,2,30,60,0,263.659,30,1,1,False
2443,6,3,10,2,30,60,1,259.107,52,1,1,False
2444,6,4,10,2,30,60,1,772.685,63,0,1,False
2445,6,5,10,2,30,60,1,219.28,53,0,1,False
2446,6,6,10,2,30,60,1,169.12099999999998,58,0,1,False
2447,6,7,10,2,30,60,1,142.737,62,0,1,False
2448,6,8,10,2,30,60,1,133.64,61,0,1,False
2449,6,9,10,2,30,60,1,62.521,74,0,1,False
2450,7,0,10,2,28,40,1,432.772,41,1,1,False
2451,7,1,10,2,28,40,0,294.20000000000005,23,1,1,False
2452,7,2,10,2,28,40,0,377.203,35,1,1,False
2453,7,3,10,2,28,40,1,310.932,34,1,1,False
2454,7,4,10,2,28,40,1,1078.501,36,0,1,False
2455,7,5,10,2,28,40,1,226.494,23,0,1,False
2456,7,6,10,2,28,40,0,180.573,28,0,1,False
2457,7,7,10,2,28,40,1,330.903,42,0,1,False
2458,7,8,10,2,28,40,1,209.655,43,0,1,False
2459,7,9,10,2,28,40,1,223.252,31,0,1,False
2460,8,0,5,1,32,40,0,552.236,43,1,1,False
2461,8,1,5,1,32,40,0,327.385,24,1,1,False
2462,8,2,5,1,32,40,0,312.38100000000003,34,1,1,False
2463,8,3,5,1,32,40,1,394.949,35,1,1,False
2464,8,4,5,1,32,40,0,351.248,31,0,1,False
2465,9,0,10,3,60,64,1,441.913,69,1,1,False
2466,9,1,10,3,60,64,0,243.982,65,1,1,False
2467,9,2,10,3,60,64,1,250.647,53,1,1,False
2468,9,3,10,3,60,64,1,588.003,52,1,1,False
2469,9,4,10,3,60,64,0,307.964,71,0,1,False
2470,9,5,10,3,60,64,0,218.606,53,0,1,False
2471,9,6,10,3,60,64,0,327.58500000000004,53,0,1,False
2472,9,7,10,3,60,64,0,120.017,79,0,1,False
2473,9,8,10,3,60,64,0,161.866,65,0,1,False
2474,9,9,10,3,60,64,0,126.59799999999998,58,0,1,False
2475,10,0,5,2,60,52,0,406.589,53,1,1,False
2476,10,1,5,2,60,52,1,274.581,52,1,1,False
2477,10,2,5,2,60,52,0,270.229,51,1,1,False
2478,10,3,5,2,60,52,1,337.033,66,1,1,False
2479,10,4,5,2,60,52,1,920.467,51,0,1,False
2480,11,0,5,2,40,36,1,334.769,35,1,1,False
2481,11,1,5,2,40,36,1,336.518,49,1,1,False
2482,11,2,5,2,40,36,0,255.765,37,1,1,False
2483,11,3,5,2,40,36,0,300.57800000000003,25,1,1,False
2484,11,4,5,2,40,36,1,302.367,36,0,1,False
2485,12,0,5,2,40,52,0,510.573,38,1,1,False
2486,12,1,5,2,40,52,0,344.196,27,1,1,False
2487,12,2,5,2,40,52,1,331.135,61,1,1,False
2488,12,3,5,2,40,52,1,337.748,48,1,1,False
2489,12,4,5,2,40,52,1,275.51300000000003,48,0,1,False
2490,13,0,10,2,60,80,1,418.887,82,1,1,False
2491,13,1,10,2,60,80,0,242.185,57,1,1,False
2492,13,2,10,2,60,80,0,310.061,62,1,1,False
2493,13,3,10,2,60,80,1,287.994,77,1,1,False
2494,13,4,10,2,60,80,1,235.411,70,0,1,False
2495,13,5,10,2,60,80,1,136.746,80,0,1,False
2496,13,6,10,2,60,80,1,4.526,84,0,1,False
2497,13,7,10,2,60,80,1,23.464,94,0,1,False
2498,13,8,10,2,60,80,1,27.828,85,0,1,False
2499,13,9,10,2,60,80,1,1.6869999999999998,88,0,1,False
2500,14,0,5,1,60,80,1,428.163,78,1,1,False
2501,14,1,5,1,60,80,0,200.06,58,1,1,False
2502,14,2,5,1,60,80,0,328.381,50,1,1,False
2503,14,3,5,1,60,80,0,304.134,73,1,1,False
2504,14,4,5,1,60,80,1,154.126,83,0,1,False
2505,15,0,10,1,40,70,0,346.475,40,1,1,False
2506,15,1,10,1,40,70,0,424.876,47,1,1,False
2507,15,2,10,1,40,70,1,252.717,70,1,1,False
2508,15,3,10,1,40,70,0,351.165,19,1,1,False
2509,15,4,10,1,40,70,1,246.967,72,0,1,False
2510,15,5,10,1,40,70,1,186.027,73,0,1,False
2511,15,6,10,1,40,70,1,32.733,70,0,1,False
2512,15,7,10,1,40,70,1,99.442,72,0,1,False
2513,15,8,10,1,40,70,1,118.679,68,0,1,False
2514,15,9,10,1,40,70,1,77.439,56,0,1,False
2515,16,0,5,3,60,52,1,342.514,54,1,1,False
2516,16,1,5,3,60,52,0,229.167,67,1,1,False
2517,16,2,5,3,60,52,1,251.406,39,1,1,False
2518,16,3,5,3,60,52,1,486.68,40,1,1,False
2519,16,4,5,3,60,52,0,365.57,56,0,1,False
2520,17,0,10,2,40,60,0,453.59,37,1,1,False
2521,17,1,10,2,40,60,0,336.626,35,1,1,False
2522,17,2,10,2,40,60,1,291.547,70,1,1,False
2523,17,3,10,2,40,60,1,316.353,72,1,1,False
2524,17,4,10,2,40,60,1,175.019,68,0,1,False
2525,17,5,10,2,40,60,1,149.28900000000002,67,0,1,False
2526,17,6,10,2,40,60,1,115.809,56,0,1,False
2527,17,7,10,2,40,60,1,235.154,58,0,1,False
2528,17,8,10,2,40,60,1,64.29799999999999,59,0,1,False
2529,17,9,10,2,40,60,1,9.642,58,0,1,False
2530,18,0,5,1,44,40,0,276.296,52,1,1,False
2531,18,1,5,1,44,40,1,224.654,45,1,1,False
2532,18,2,5,1,44,40,0,221.525,50,1,1,False
2533,18,3,5,1,44,40,0,385.288,45,1,1,False
2534,18,4,5,1,44,40,0,105.02,51,0,1,False
2535,19,0,5,2,28,40,0,288.342,18,1,1,False
2536,19,1,5,2,28,40,1,403.585,28,1,1,False
2537,19,2,5,2,28,40,1,401.911,23,1,1,False
2538,19,3,5,2,28,40,0,326.184,17,1,1,False
2539,19,4,5,2,28,40,1,87.35,46,0,1,False
2540,20,0,5,3,56,60,1,383.217,66,1,1,False
2541,20,1,5,3,56,60,0,208.584,53,1,1,False
2542,20,2,5,3,56,60,1,468.141,56,1,1,False
2543,20,3,5,3,56,60,1,519.996,57,1,1,False
2544,20,4,5,3,56,60,1,808.4209999999999,68,0,1,False
2545,21,0,10,2,60,72,1,295.597,49,1,1,False
2546,21,1,10,2,60,72,0,149.535,48,1,1,False
2547,21,2,10,2,60,72,0,358.934,71,1,1,False
2548,21,3,10,2,60,72,1,310.771,67,1,1,False
2549,21,4,10,2,60,72,1,304.552,75,0,1,False
2550,21,5,10,2,60,72,1,1721.701,66,0,1,False
2551,21,6,10,2,60,72,1,234.288,77,0,1,False
2552,21,7,10,2,60,72,1,114.828,73,0,1,False
2553,21,8,10,2,60,72,1,283.464,64,0,1,False
2554,21,9,10,2,60,72,1,1213.514,79,0,1,False
2555,22,0,10,2,60,64,0,464.8320000000001,51,1,1,False
2556,22,1,10,2,60,64,1,268.399,74,1,1,False
2557,22,2,10,2,60,64,1,344.082,54,1,1,False
2558,22,3,10,2,60,64,0,342.495,51,1,1,False
2559,22,4,10,2,60,64,1,1566.309,71,0,1,False
2560,22,5,10,2,60,64,1,229.342,49,0,1,False
2561,22,6,10,2,60,64,0,650.28,58,0,1,False
2562,22,7,10,2,60,64,0,92.059,64,0,1,False
2563,22,8,10,2,60,64,0,62.28,63,0,1,False
2564,22,9,10,2,60,64,0,1.6800000000000002,66,0,1,False
2565,23,0,10,2,80,60,1,490.5,64,1,1,False
2566,23,1,10,2,80,60,0,291.832,77,1,1,False
2567,23,2,10,2,80,60,1,1648.234,64,1,1,False
2568,23,3,10,2,80,60,0,236.875,92,1,1,False
2569,23,4,10,2,80,60,0,272.422,85,0,1,False
2570,23,5,10,2,80,60,0,151.958,96,0,1,False
2571,23,6,10,2,80,60,0,135.356,68,0,1,False
2572,23,7,10,2,80,60,0,176.149,80,0,1,False
2573,23,8,10,2,80,60,0,44.932,81,0,1,False
2574,23,9,10,2,80,60,0,1.735,93,0,1,False
2575,24,0,10,3,68,60,1,316.85,60,1,1,False
2576,24,1,10,3,68,60,1,365.036,50,1,1,False
2577,24,2,10,3,68,60,1,269.503,56,1,1,False
2578,24,3,10,3,68,60,0,258.509,74,1,1,False
2579,24,4,10,3,68,60,0,243.947,71,0,1,False
2580,24,5,10,3,68,60,0,142.019,61,0,1,False
2581,24,6,10,3,68,60,0,141.66400000000002,60,0,1,False
2582,24,7,10,3,68,60,0,87.392,73,0,1,False
2583,24,8,10,3,68,60,0,87.199,60,0,1,False
2584,24,9,10,3,68,60,0,273.15099999999995,68,0,1,False
2585,25,0,5,1,60,68,0,438.334,53,1,1,False
2586,25,1,5,1,60,68,1,216.506,65,1,1,False
2587,25,2,5,1,60,68,0,244.977,61,1,1,False
2588,25,3,5,1,60,68,0,330.81,52,1,1,False
2589,25,4,5,1,60,68,1,503.802,57,0,1,False
2590,26,0,10,2,40,44,0,474.361,53,1,1,False
2591,26,1,10,2,40,44,1,331.972,33,1,1,False
2592,26,2,10,2,40,44,1,460.828,45,1,1,False
2593,26,3,10,2,40,44,0,297.41,43,1,1,False
2594,26,4,10,2,40,44,0,458.887,49,0,1,False
